char_tfidf_51,char_tfidf_13,char_tfidf_64,word_tfidf_81,lsa_5,char_tfidf_56,char_tfidf_38,char_tfidf_116,char_tfidf_86,word_tfidf_44,word_tfidf_53,char_tfidf_9,word_tfidf_17,char_tfidf_81,lsa_7,char_tfidf_63,word_tfidf_55,char_tfidf_104,char_tfidf_112,char_tfidf_58,char_tfidf_45,word_tfidf_3,char_tfidf_80,lex_ugc_hits,char_tfidf_30,word_tfidf_37,word_tfidf_75,word_tfidf_63,char_tfidf_21,char_tfidf_121,char_tfidf_79,char_tfidf_127,word_tfidf_85,char_tfidf_70,word_tfidf_54,word_tfidf_56,lsa_19,lsa_4,char_tfidf_28,char_tfidf_8,char_tfidf_75,char_tfidf_82,char_tfidf_109,char_tfidf_47,book_武动,lsa_10,word_tfidf_52,char_tfidf_66,char_tfidf_12,char_tfidf_113,word_tfidf_64,char_tfidf_11,lex_poss_hits,word_tfidf_43,char_tfidf_65,char_tfidf_97,char_tfidf_32,char_tfidf_0,sentiment_sent_std,word_tfidf_76,word_tfidf_20,char_tfidf_76,word_tfidf_13,char_tfidf_61,lsa_18,word_tfidf_25,lsa_14,word_tfidf_51,char_tfidf_94,word_tfidf_11,word_tfidf_92,char_tfidf_119,char_tfidf_16,lsa_24,char_tfidf_118,char_tfidf_20,word_tfidf_95,lsa_11,char_tfidf_2,word_tfidf_46,label_tag
0.1680963984486,0.0,0.0,0.0,-0.1852833053611684,0.0,0.0,0.0,0.0,0.0790847648754486,0.0,0.0,0.0,0.0,-0.2610558484275685,0.1939635414769854,0.1443156675656951,0.0820878116002563,0.2492379108490408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1024105166681236,0.0,0.1199692055673724,0.0,0.0,0.1410845064546373,0.1754456535653188,0.0,0.1398485419423986,0.0,0.1179035507556992,-0.1776601256990325,0.1156728153973213,0.2627308849017704,0.0,0.0,0.0,0.0,0.0,-0.1090294736753106,0.0,0.0,0.1297455443486528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2358128335067626,0.0,0.1007481726142285,0.1127495623887165,0.0,0.0,0.0991701872471911,0.0,0.0343263608930746,0.0,0.0,0.0,0.0,0.0,0.0,0.054516151385102,0.0,0.0,0.2094630032869287,0.1294524511683232,0.0,0.0,1.0
0.0,0.1604673586142408,0.0,0.0,0.2357452744550896,0.0,0.0,0.0,0.0,0.0,0.0,0.2172066258116036,0.1210289393075773,0.0,0.0268188995151454,0.0,0.1122684250550009,0.1337912523309278,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0796688787110748,0.0,0.0,0.0,0.0,0.0,0.2088572694664204,0.0,0.1087932849907938,0.0,-0.0745369727362145,-0.0053610577476195,0.3192089494993654,0.2778484084432837,0.2017068937467878,0.0,0.0,0.0,0.0,-0.2492851723835769,0.0,0.0,0.0,0.0,0.0,0.2038650767576018,0.0,0.0,0.0,0.0,0.0,0.0,0.4056551652096863,0.1336315237689568,0.0,0.1837654684377448,0.0,0.2333631790929199,-0.0755977483449128,0.0,0.0200693824819406,0.1375064115076101,0.0,0.0,0.0,0.0,0.0,0.0283704956806801,0.0,0.0,0.1957568113670222,-0.200422488162578,0.0,0.1052234709636083,1.0
0.0,0.0,0.0,0.0,-0.0194951166752855,0.133695163831916,0.0,0.0,0.0,0.0573723500232283,0.0,0.0,0.0,0.148512334686975,-0.1420520677398514,0.0,0.0,0.0,0.0,0.0,0.1587851518850883,0.0,0.0,1.0,0.0,0.1157590444216763,0.1257908583262972,0.0,0.0,0.0,0.0,0.0,0.206111088655629,0.0,0.0,0.0,0.2446552562997335,-0.0113922902374072,0.1562049446669779,0.2302090239910196,0.0,0.0,0.0,0.0,0.0,0.1430210217452214,0.1165074651830862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3020070987102592,0.0,0.0,0.0,0.0,0.1141963047548956,0.1142592997543893,0.0,0.1054766553132156,0.0,0.183562162412339,0.0,0.0,0.1419695479327354,0.0,-0.0550321158938522,0.177209264623019,0.0,0.0,0.2457195457243969,0.0,0.0,1.0
0.0,0.0,0.14766930460649,0.133959771654133,-0.0821761618253981,0.0,0.0,0.0,0.0,0.1011108422295301,0.0,0.0,0.0,0.0,0.0394847734469153,0.1313611916911187,0.0,0.0,0.1361832132056539,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2272263296232568,0.0,0.0,0.0,0.0177363398588101,-0.0280723255057864,0.1326395355502591,0.2422914330256755,0.0,0.0,0.1510518241762367,0.0,0.0,0.1420454102220746,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0261351651110552,0.0,0.0,0.1292875040463538,0.0,0.0969684081162592,0.1621874282522429,0.2129245888985654,-0.1512614663049533,0.0,0.0,0.0,0.0,0.0,0.1209070083415948,-0.0679470979231338,0.0,0.2313529196853174,0.0,0.261349578283442,0.0,0.1021359574478094,2.0
0.1205293304580225,0.0,0.0,0.0,-0.2188341205486981,0.1201935807932354,0.0,0.0,0.0,0.1113815858169299,0.1251158989087615,0.0,0.0,0.0,-0.217191820832512,0.235477356827399,0.1200436909410929,0.1687339358420588,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2363292099093374,0.0,0.1163278764577213,0.0,0.1491798908311418,-0.0956533145237767,0.1404301479501333,0.2069607166881764,0.1502452489278966,0.0,0.1599238864129528,0.0,0.0,0.0594267234280922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135663586489094,0.0,0.1418919465917791,0.2317600756487761,0.0,0.2154516570271122,-0.0264545247998139,0.0,-0.2309399070264088,0.0,0.0,0.0,0.0,0.0,0.1280085081659877,-0.2477181413926799,0.0,0.0,0.0,0.1949319090105327,0.0,0.0,1.0
0.1823073128271874,0.086148127907614,0.0,0.0,-0.1051493877561245,0.1817994727940821,0.0,0.0,0.0,0.1247662643572222,0.1908429982587024,0.0,0.094059454531673,0.0,0.1031062646939533,0.2391980250787931,0.0872510895511275,0.0,0.0,0.0,0.1028856010163285,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1049730858787413,0.0,0.0,0.0,0.184152114048071,0.0,0.0845503323542905,0.0,-0.2041305837186208,-0.1998273689568186,0.2641109792077483,0.229889592194582,0.108287887533058,0.0950611057071281,0.0,0.0,0.0,-0.1593863298284182,0.0970959953821214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1049730858787413,0.0,0.2311699469324438,0.0,0.0,0.0,0.0,0.1765715689530532,0.0932359255223311,0.1006881342600931,-0.1003092789852981,0.0,0.0,0.0,0.0,0.0,0.0,-0.1589938162576197,0.0,0.1042669735468391,0.0,0.2788459390648142,0.0,0.0817759978678644,1.0
0.1648150055046508,0.0,0.0,0.0,0.28206694225282,0.0,0.0,0.0,0.0,0.0670467890092944,0.0,0.2212366535051012,0.0,0.1825711313363321,-0.0618676338168819,0.0,0.0,0.0,0.0,0.0,0.3305020684340488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2224991664961705,0.0,0.0,0.0,-0.0764913349170077,0.0896604603055337,0.0,0.1671464715583192,0.2054493411271638,0.0,0.0,0.0,0.0,0.0045439638370721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2122124350829401,0.0,0.0,0.0,0.252564717310492,0.0,0.0,0.0,0.0,0.0,0.0476489359014442,0.0,-0.0828760818784083,0.0,0.0,0.0,0.0,0.0,0.0,0.0388312586612614,0.0,0.0,0.0,-0.2200253084456688,0.0,0.1941548946177059,1.0
0.0,0.0,0.0,0.0,-0.0573284422723202,0.173540909492029,0.0,0.0,0.2354407467545636,0.0875300423613607,0.1664757399646658,0.0,0.0,0.0,0.4821608821548078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1133466967541371,0.0,0.0,0.0,0.0,0.0,0.2752773067839538,0.0,0.0,0.0,0.2413535622807908,0.0220415704625463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4427451303094948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2240719114432137,0.0,0.0,0.0,0.473614949080688,0.0,0.0,0.0,0.0,0.0,-0.086812948994011,0.1843254182747138,0.0444409020080106,0.0,0.2382699844955516,0.0,0.0,0.0,0.0,0.0644394905846048,0.2300237052086317,0.2088758495042977,0.0,0.2715332651090854,0.0,0.0,1.0
0.0,0.0,0.0,0.0,-0.0533856611772497,0.0,0.0,0.0,0.0,0.0765381720285101,0.0,0.0,0.0,0.2065053761867797,-0.0367290046224986,0.0,0.139668587343572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1678125848129644,0.0,0.0,0.0,0.0,0.0,0.274964611944971,0.0,0.1353453067475266,0.0,0.0046284774294264,0.0916521015734761,0.2172018972611197,0.1890586136745634,0.0,0.0,0.0,0.0,0.0,-0.0330383937146115,0.1554279789685863,0.0,0.243626631693074,0.0,0.0,0.2348692183038443,0.0,0.0,0.0,0.0,0.2252693424348519,0.0,0.0027710348824098,0.0,0.1650886238213739,0.0,0.0,0.1587891734532006,0.2194466663562242,0.0,0.1961219074178306,0.0,0.0,0.0,0.0,0.1974076763705191,0.0,0.0624645723784915,0.0,0.0,0.0,0.1029071509167197,0.0,0.0,1.0
0.0,0.2661118272862027,0.0,0.0,-0.1379380646462555,0.0,0.0,0.0,0.0,0.0944929364405555,0.0,0.0,0.0,0.0,0.2244501096932262,0.0,0.0,0.1310419902011048,0.1895892432778415,0.0,0.1877060281100093,0.0,0.0,1.0,0.0,0.0,0.1223632700635321,0.1760020309362323,0.0,0.0,0.0,0.0,0.3274518877458369,0.0,0.1670953869039048,0.0,0.208988727402949,0.0585844639007921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0471458393796465,0.0,0.0,0.0,0.0,0.1950467764835775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1704472571615509,0.0,0.0,0.0,0.0,0.1349958389427635,-0.169872751381473,0.1989882509310895,0.2234398880292643,0.0,0.0,0.0,0.0,0.0,0.0,-0.2359357036016038,0.2094858795786829,0.1902262247991578,0.0,-0.2017605740928664,0.0,0.0,1.0
